queue_length,active_counters,avg_proc_time,crop_type,hour_of_day,day_of_week,waiting_minutes
12,2,4.65,WHEAT,16,5,27.8
30,4,6.31,COTTON,16,2,55.4
41,5,6.9,PADDY,13,4,66.6
1,2,6.25,SOYBEAN,10,0,5.5
5,4,7.49,CHANA,8,2,7.8
20,3,5.87,COTTON,15,4,46.9
8,2,6.75,MAIZE,10,0,33.1
43,4,6.5,PADDY,14,4,80.1
12,3,7.47,CHANA,13,4,27.7
1,4,6.64,MAIZE,10,0,2.0
57,4,4.99,CHANA,13,4,69.8
54,4,7.37,SOYBEAN,10,4,109.1
20,3,6.5,PADDY,16,4,48.0
28,6,4.68,SOYBEAN,8,3,19.7
57,4,6.47,MAIZE,15,1,87.4
43,4,7.15,WHEAT,12,4,92.6
37,2,6.23,CHANA,11,0,124.0
47,2,5.56,WHEAT,8,5,124.2
37,2,6.96,MAIZE,16,4,119.6
12,3,6.85,SOYBEAN,16,3,24.6
37,4,6.13,COTTON,12,3,84.8
49,5,4.96,CHANA,16,5,44.2
49,4,5.25,COTTON,16,4,78.0
56,3,6.72,PADDY,14,2,146.9
44,4,6.92,CHANA,15,5,68.2
56,3,5.34,WHEAT,8,1,95.9
28,4,5.6,COTTON,11,0,59.7
47,4,4.73,MAIZE,11,0,63.7
15,4,6.64,PADDY,16,0,28.7
6,6,4.51,CHANA,10,0,3.3
44,3,4.64,MAIZE,8,3,65.0
59,4,4.51,PADDY,12,1,88.9
20,5,6.44,WHEAT,14,4,25.1
50,4,5.75,MAIZE,11,4,83.3
14,4,5.39,CHANA,16,2,14.5
2,5,7.24,PADDY,13,4,2.9
9,2,5.08,SOYBEAN,13,1,23.2
37,5,5.67,CHANA,10,4,44.0
20,2,7.32,CHANA,12,3,76.0
26,4,5.78,CHANA,13,5,36.1
29,5,6.16,CHANA,11,4,39.1
1,3,4.74,SOYBEAN,10,0,2.0
55,4,6.87,MAIZE,12,0,109.2
35,3,5.77,MAIZE,14,5,69.0
6,6,6.9,MAIZE,13,0,5.6
37,5,5.26,WHEAT,9,0,39.9
53,4,5.77,SOYBEAN,8,3,69.4
59,4,6.86,SOYBEAN,12,3,112.8
5,5,7.42,PADDY,12,3,8.6
33,4,4.68,COTTON,13,4,51.3
49,4,6.94,MAIZE,10,5,97.7
51,4,5.4,COTTON,8,0,83.8
14,4,6.15,PADDY,11,2,30.2
12,2,5.37,SOYBEAN,11,5,34.9
42,2,6.34,PADDY,9,2,141.9
20,3,5.56,CHANA,15,0,33.6
53,5,5.5,PADDY,13,1,67.6
50,4,4.61,PADDY,10,5,75.2
24,4,4.94,CHANA,8,4,23.6
59,4,7.25,COTTON,10,2,164.1
43,3,7.49,CHANA,15,5,94.7
34,3,6.84,WHEAT,11,5,90.6
25,4,5.36,PADDY,10,3,43.4
50,4,5.71,PADDY,11,1,92.7
29,5,6.72,COTTON,11,3,59.1
57,4,7.41,SOYBEAN,9,1,94.7
39,4,5.87,CHANA,11,1,60.7
31,4,6.99,SOYBEAN,16,4,47.7
56,5,7.43,WHEAT,11,5,99.2
47,4,7.12,CHANA,8,3,72.6
43,2,5.18,WHEAT,8,3,104.0
50,4,4.52,WHEAT,8,2,53.8
23,4,5.98,WHEAT,12,5,39.5
44,4,6.09,MAIZE,13,0,69.9
38,3,5.1,CHANA,13,0,64.7
20,5,5.35,CHANA,13,2,17.8
23,6,6.8,MAIZE,16,1,23.2
45,3,5.91,COTTON,8,2,108.0
52,5,5.45,MAIZE,13,2,58.2
16,2,6.37,PADDY,15,3,56.1
50,2,6.46,SOYBEAN,15,2,145.7
42,3,6.81,SOYBEAN,10,1,107.2
55,2,4.97,WHEAT,12,0,161.9
8,5,6.72,CHANA,11,4,10.7
50,2,6.3,CHANA,8,5,138.4
21,3,4.67,WHEAT,16,2,31.7
1,3,6.83,PADDY,12,5,3.2
55,3,5.65,SOYBEAN,9,2,90.6
8,2,5.49,MAIZE,9,5,19.3
29,4,5.84,COTTON,14,3,57.2
32,3,5.54,PADDY,11,3,77.9
38,5,5.51,CHANA,8,5,37.8
5,5,6.92,WHEAT,12,2,9.3
47,2,4.87,SOYBEAN,9,2,103.9
22,5,7.41,WHEAT,14,1,35.4
47,2,6.16,CHANA,16,0,127.4
34,3,5.05,WHEAT,8,0,53.6
1,2,4.89,MAIZE,9,4,2.3
55,3,6.27,SOYBEAN,13,0,113.1
55,4,6.4,WHEAT,15,4,85.8
26,4,4.66,SOYBEAN,14,3,28.3
43,3,5.23,WHEAT,16,4,68.1
10,4,6.89,WHEAT,9,4,19.5
30,3,4.65,SOYBEAN,16,0,41.8
50,4,7.07,MAIZE,11,2,103.5
18,3,6.47,WHEAT,10,3,46.9
17,3,5.8,MAIZE,14,1,35.4
26,3,5.54,PADDY,12,4,64.3
8,3,4.56,COTTON,12,4,19.3
47,4,6.98,PADDY,9,5,83.7
40,5,4.93,COTTON,13,4,51.5
49,2,5.43,PADDY,13,2,152.5
12,4,6.21,COTTON,11,1,26.9
27,4,5.24,WHEAT,12,5,40.9
8,5,5.99,SOYBEAN,14,0,9.4
25,3,6.93,SOYBEAN,15,3,50.7
46,4,5.91,CHANA,13,2,65.1
4,5,7.35,COTTON,12,1,8.1
33,4,7.04,CHANA,10,3,63.6
1,4,5.5,MAIZE,14,0,2.6
19,3,5.7,MAIZE,15,3,33.9
31,3,5.77,CHANA,10,5,65.7
16,4,6.38,COTTON,12,4,38.8
14,4,5.36,SOYBEAN,9,4,18.7
53,3,7.41,COTTON,11,2,200.5
48,4,6.33,MAIZE,11,3,84.1
5,4,5.7,WHEAT,15,4,8.5
41,4,6.44,CHANA,10,2,69.7
26,4,5.69,CHANA,12,2,40.4
28,5,6.95,MAIZE,12,5,45.4
2,3,6.2,COTTON,9,2,5.9
50,5,4.63,CHANA,16,0,40.4
6,3,5.03,SOYBEAN,11,4,11.3
9,3,7.09,CHANA,16,4,19.1
33,3,6.19,COTTON,16,1,82.3
41,3,7.35,MAIZE,9,0,90.7
25,3,4.72,SOYBEAN,16,4,35.5
48,3,5.39,SOYBEAN,16,5,76.6
13,5,5.08,CHANA,9,4,10.3
9,3,6.16,COTTON,13,1,23.4
53,4,5.65,CHANA,16,3,62.5
13,2,4.97,WHEAT,11,3,37.5
31,5,6.43,MAIZE,9,0,37.1
41,4,6.11,WHEAT,14,2,66.9
11,2,5.32,SOYBEAN,16,1,25.5
4,4,5.94,CHANA,13,1,8.1
34,4,6.74,WHEAT,11,4,68.4
38,4,5.12,PADDY,8,5,50.0
46,4,5.38,WHEAT,11,4,72.3
4,4,5.54,CHANA,10,5,9.0
38,4,6.74,CHANA,14,1,63.0
19,4,7.04,MAIZE,12,2,37.9
6,2,5.63,WHEAT,10,3,21.3
34,5,5.39,CHANA,9,0,30.1
18,4,7.17,CHANA,9,5,27.4
13,4,7.5,MAIZE,12,3,24.7
41,2,6.51,MAIZE,15,0,125.2
23,4,7.47,MAIZE,15,2,38.2
19,6,6.48,MAIZE,12,1,23.6
45,3,6.7,PADDY,9,2,104.6
11,4,5.67,SOYBEAN,11,5,17.8
1,4,5.8,CHANA,14,1,2.0
24,5,4.93,COTTON,13,4,29.6
54,4,6.97,MAIZE,14,0,96.1
7,3,7.29,SOYBEAN,12,4,19.3
25,5,6.37,MAIZE,9,1,30.3
21,4,5.53,SOYBEAN,15,0,28.6
15,3,4.96,COTTON,9,0,32.0
1,2,5.3,WHEAT,15,4,2.0
12,4,5.27,PADDY,14,0,17.5
58,3,6.34,CHANA,10,1,130.9
7,3,7.34,WHEAT,11,5,18.7
15,5,4.64,COTTON,14,5,20.0
21,2,4.5,PADDY,11,1,60.1
19,4,6.3,PADDY,16,4,31.6
29,3,5.35,PADDY,14,2,60.4
25,4,7.14,COTTON,8,1,53.1
33,4,5.48,MAIZE,8,5,40.2
49,2,5.37,MAIZE,11,1,149.3
32,4,5.31,MAIZE,16,0,37.6
49,3,4.93,WHEAT,11,0,95.0
35,5,6.24,CHANA,12,1,48.4
44,5,5.0,PADDY,8,4,49.3
38,4,5.77,PADDY,9,2,58.9
26,4,5.88,WHEAT,11,0,46.0
11,3,4.56,MAIZE,11,5,21.8
35,4,4.55,PADDY,13,0,47.3
8,4,6.06,PADDY,13,5,15.7
46,3,6.59,COTTON,15,2,122.3
14,4,7.33,SOYBEAN,16,0,24.2
10,2,5.04,WHEAT,8,4,24.2
2,4,4.81,WHEAT,8,5,2.0
46,2,4.66,MAIZE,13,0,112.5
9,4,5.81,WHEAT,11,0,13.6
3,3,6.37,MAIZE,11,1,6.1
21,3,7.02,COTTON,8,4,61.5
26,4,6.55,COTTON,16,4,53.2
8,6,5.13,CHANA,10,1,7.4
48,4,5.89,MAIZE,12,5,82.2
2,3,7.23,COTTON,8,3,6.6
6,3,5.48,MAIZE,15,2,10.8
28,5,6.0,WHEAT,10,4,40.0
53,4,7.38,CHANA,8,3,84.2
29,3,6.7,SOYBEAN,13,5,66.5
26,5,6.74,PADDY,8,2,37.0
25,5,5.26,PADDY,10,4,33.3
12,6,5.74,CHANA,12,0,12.7
5,5,4.75,MAIZE,11,4,6.0
34,5,6.32,MAIZE,14,2,44.8
48,2,4.81,MAIZE,13,3,120.3
37,3,7.01,SOYBEAN,10,0,96.3
15,4,6.94,PADDY,15,2,27.6
44,4,6.1,CHANA,15,5,57.4
36,4,4.92,MAIZE,9,2,41.6
15,4,4.58,COTTON,14,4,21.8
43,4,6.89,WHEAT,8,5,69.5
48,4,6.3,SOYBEAN,9,1,69.7
23,2,6.63,MAIZE,15,1,71.2
6,3,5.41,PADDY,8,0,13.7
46,4,6.03,WHEAT,9,2,67.6
50,4,6.74,CHANA,8,3,74.0
44,3,5.89,MAIZE,12,0,100.4
59,4,6.3,PADDY,14,5,109.0
43,4,6.87,WHEAT,13,0,79.1
45,4,5.15,COTTON,13,4,78.3
21,2,4.7,SOYBEAN,13,5,50.6
23,4,6.1,CHANA,15,3,29.7
43,3,4.69,PADDY,12,2,86.7
55,5,6.8,COTTON,14,5,101.3
16,3,6.66,SOYBEAN,10,2,40.9
47,4,7.15,SOYBEAN,16,2,75.9
53,2,6.42,COTTON,10,0,257.8
15,4,4.7,PADDY,13,4,19.5
25,4,5.26,SOYBEAN,10,0,38.3
36,3,6.92,CHANA,8,1,74.4
11,4,5.0,WHEAT,8,1,14.6
51,3,6.6,CHANA,10,2,121.9
15,3,6.84,MAIZE,11,4,41.3
4,4,5.49,SOYBEAN,9,5,3.2
21,3,5.47,WHEAT,16,2,37.2
13,5,6.17,COTTON,15,5,20.6
22,4,7.08,WHEAT,10,2,46.7
19,4,5.17,WHEAT,14,0,24.4
34,2,7.32,WHEAT,11,2,147.3
14,4,6.3,SOYBEAN,12,2,24.3
4,4,7.48,MAIZE,11,4,5.7
48,3,4.77,MAIZE,16,4,69.3
53,5,4.88,PADDY,14,5,62.6
52,3,6.98,MAIZE,11,4,139.3
46,5,7.09,SOYBEAN,15,2,60.5
27,2,5.84,PADDY,9,4,85.5
29,5,6.64,COTTON,14,4,52.6
47,4,7.1,COTTON,8,3,100.6
28,3,4.63,COTTON,15,3,54.0
35,3,6.22,COTTON,13,1,97.9
8,4,7.06,COTTON,12,0,21.4
16,6,5.69,CHANA,16,0,11.9
42,3,5.41,SOYBEAN,16,4,67.6
36,3,6.89,PADDY,10,1,107.9
30,4,5.51,COTTON,16,1,51.7
18,4,4.51,CHANA,16,5,20.0
2,4,7.38,MAIZE,9,3,4.8
49,4,6.28,CHANA,12,1,83.8
13,3,6.96,CHANA,9,2,25.9
4,5,6.98,SOYBEAN,8,5,5.8
26,4,4.7,COTTON,14,4,40.4
25,3,5.01,CHANA,11,2,45.3
30,4,5.43,CHANA,12,0,43.0
11,4,5.46,COTTON,11,3,23.7
7,3,6.48,SOYBEAN,13,2,16.1
31,4,6.37,CHANA,9,4,44.5
44,3,5.98,PADDY,15,2,94.2
10,4,5.13,WHEAT,11,2,15.9
39,5,5.65,MAIZE,15,1,39.4
13,3,6.13,WHEAT,10,3,29.7
31,4,5.9,WHEAT,12,0,54.5
7,5,4.88,SOYBEAN,10,4,9.3
56,6,6.45,CHANA,14,5,57.7
49,4,4.72,WHEAT,10,5,68.2
42,4,5.63,WHEAT,15,4,56.2
42,4,6.63,MAIZE,16,0,62.0
56,5,4.56,COTTON,9,4,62.5
36,5,6.21,CHANA,10,1,47.7
20,3,5.5,CHANA,14,5,36.4
4,4,4.53,MAIZE,12,5,5.2
54,4,5.07,COTTON,14,2,91.7
7,4,7.32,CHANA,9,1,11.0
54,4,6.06,PADDY,11,5,107.7
1,4,7.49,MAIZE,8,1,2.0
44,6,6.07,SOYBEAN,12,1,51.4
56,2,6.13,COTTON,15,0,207.8
45,3,5.68,MAIZE,8,5,78.6
42,4,5.43,WHEAT,14,3,60.0
47,3,5.25,CHANA,14,0,77.9
59,2,5.53,PADDY,14,0,191.1
13,2,5.88,PADDY,8,1,43.5
55,4,5.08,SOYBEAN,10,3,78.7
22,5,5.17,MAIZE,9,0,19.9
54,4,5.31,PADDY,12,3,91.7
21,4,5.85,MAIZE,9,5,30.1
22,3,6.46,CHANA,12,1,49.9
28,4,7.07,CHANA,12,0,52.9
9,4,5.36,PADDY,11,3,15.3
26,4,5.05,CHANA,14,4,30.3
9,3,5.64,MAIZE,13,0,17.3
15,2,7.18,CHANA,9,0,46.3
10,2,4.53,WHEAT,11,0,27.6
24,4,6.53,MAIZE,14,3,40.5
58,5,5.93,COTTON,16,2,85.8
57,5,4.98,CHANA,16,5,51.8
42,4,5.46,CHANA,10,0,60.8
8,4,5.17,MAIZE,8,4,9.1
24,5,7.13,SOYBEAN,16,4,34.1
16,3,5.95,COTTON,15,1,36.8
49,4,6.19,COTTON,14,2,103.1
26,5,6.28,COTTON,13,2,44.7
27,3,6.42,PADDY,14,3,66.7
37,5,5.99,WHEAT,16,1,40.9
4,6,4.55,WHEAT,13,3,6.0
50,4,5.5,SOYBEAN,10,1,79.9
24,5,5.05,COTTON,10,5,37.3
19,4,6.54,COTTON,11,2,44.8
36,4,4.67,CHANA,15,5,38.6
39,3,6.19,MAIZE,16,3,72.8
10,2,5.13,PADDY,15,1,28.4
25,3,7.35,PADDY,9,2,62.7
18,4,5.51,SOYBEAN,11,2,27.8
19,3,5.48,WHEAT,11,0,42.2
36,2,7.27,COTTON,9,3,154.9
10,3,5.75,MAIZE,15,0,17.1
33,4,7.39,SOYBEAN,10,2,68.6
55,6,4.57,PADDY,9,3,44.1
50,6,5.42,PADDY,14,3,52.1
5,4,6.5,PADDY,8,5,8.4
47,5,7.17,COTTON,13,4,92.2
49,4,5.27,COTTON,10,1,99.5
35,4,7.29,COTTON,10,4,97.4
44,4,6.28,CHANA,12,4,77.4
34,3,6.9,WHEAT,10,2,91.5
33,5,5.69,PADDY,11,5,50.5
55,4,5.14,PADDY,10,1,91.8
21,4,7.23,CHANA,14,4,41.1
17,4,7.3,PADDY,10,4,41.1
22,3,5.99,PADDY,11,3,59.3
48,3,4.52,COTTON,9,2,85.3
37,4,4.83,COTTON,9,4,55.5
15,2,6.22,WHEAT,16,1,44.5
35,4,4.57,PADDY,8,0,43.3
28,4,5.69,SOYBEAN,8,0,36.0
7,4,5.41,PADDY,8,2,9.9
32,4,6.64,PADDY,10,0,69.8
11,4,4.67,WHEAT,9,3,12.1
10,4,5.97,SOYBEAN,10,3,18.9
9,4,6.24,PADDY,12,1,18.0
14,4,6.35,MAIZE,16,5,24.1
13,4,5.72,MAIZE,9,2,17.4
57,5,5.41,SOYBEAN,8,2,57.8
25,3,6.55,MAIZE,13,0,57.9
2,4,7.04,COTTON,10,4,3.0
35,5,6.58,COTTON,14,4,59.9
7,4,7.3,SOYBEAN,13,5,11.7
21,3,6.65,PADDY,14,4,52.4
18,4,6.79,SOYBEAN,12,5,33.7
3,3,5.0,MAIZE,8,1,4.7
42,3,5.76,SOYBEAN,10,2,91.3
54,6,5.96,MAIZE,10,0,62.2
39,4,5.27,COTTON,14,1,69.1
41,3,6.09,SOYBEAN,10,3,94.8
49,6,5.37,CHANA,12,3,49.0
11,6,6.56,MAIZE,11,3,16.8
39,4,5.91,CHANA,11,5,62.8
24,3,5.88,COTTON,14,5,59.6
46,5,7.45,PADDY,8,2,73.6
19,4,5.68,MAIZE,14,3,31.2
4,4,5.59,PADDY,15,5,7.5
26,5,5.46,COTTON,10,5,44.7
38,4,7.18,PADDY,10,4,90.3
42,3,5.99,MAIZE,11,5,98.3
32,4,6.3,WHEAT,13,3,54.9
39,3,5.04,MAIZE,14,1,67.0
45,4,6.12,MAIZE,8,3,63.4
46,4,5.32,CHANA,11,4,67.1
36,2,6.69,WHEAT,14,3,127.9
40,4,7.0,WHEAT,9,0,62.3
37,3,6.64,WHEAT,8,4,77.6
33,3,6.69,MAIZE,8,2,65.6
36,4,6.04,COTTON,13,3,72.8
3,3,6.64,WHEAT,12,5,10.4
9,4,5.77,SOYBEAN,8,1,10.8
8,2,6.45,PADDY,10,3,33.7
33,4,5.28,COTTON,14,1,59.5
59,5,4.71,SOYBEAN,16,0,51.6
6,4,5.74,MAIZE,16,2,9.5
41,4,5.89,MAIZE,13,5,62.1
39,6,5.27,SOYBEAN,10,4,39.2
4,3,6.68,CHANA,8,4,8.6
13,2,4.72,CHANA,10,2,32.3
49,4,5.17,SOYBEAN,9,0,54.5
2,2,6.75,CHANA,12,0,6.0
5,6,5.81,PADDY,15,3,7.3
44,3,6.62,PADDY,12,0,131.6
27,4,6.2,MAIZE,8,3,38.8
32,4,7.35,CHANA,10,1,66.0
21,3,6.29,WHEAT,12,2,51.5
8,4,4.54,SOYBEAN,14,1,9.6
38,2,5.56,PADDY,12,1,138.7
8,4,4.93,CHANA,12,1,12.2
50,2,7.27,CHANA,14,1,174.7
3,5,4.81,PADDY,15,4,2.0
54,6,5.66,PADDY,15,0,54.3
44,3,5.18,WHEAT,14,2,81.0
58,3,7.04,CHANA,10,2,148.0
3,4,5.43,CHANA,9,5,2.9
22,3,7.48,COTTON,8,1,65.3
6,5,4.62,MAIZE,13,2,3.2
2,4,4.88,WHEAT,16,3,2.0
23,4,5.17,PADDY,10,2,39.1
44,5,6.93,PADDY,12,1,81.5
2,4,7.14,SOYBEAN,16,2,2.0
38,5,4.71,MAIZE,16,0,34.4
17,5,4.6,PADDY,14,1,17.5
35,3,6.73,CHANA,11,4,84.5
34,2,4.9,PADDY,9,0,90.5
23,6,4.9,CHANA,9,2,12.7
30,5,4.57,CHANA,11,4,27.9
52,2,4.65,WHEAT,8,5,114.9
8,5,5.29,PADDY,11,0,11.2
22,4,4.7,WHEAT,13,5,24.6
44,3,5.61,MAIZE,13,3,83.9
58,5,7.0,CHANA,14,0,79.9
36,3,5.48,MAIZE,12,4,74.3
5,5,6.68,PADDY,16,5,8.7
13,3,4.78,MAIZE,9,3,18.2
29,4,6.48,MAIZE,9,5,40.9
31,3,5.45,PADDY,11,2,75.7
47,4,6.75,WHEAT,11,1,94.0
57,4,4.91,WHEAT,11,5,80.3
55,3,7.19,CHANA,8,2,114.5
16,4,5.23,CHANA,11,1,25.3
42,4,5.56,PADDY,12,1,78.1
30,2,7.35,PADDY,16,4,119.0
57,5,6.24,COTTON,10,3,105.7
55,3,5.6,COTTON,10,3,156.8
16,4,7.35,SOYBEAN,12,0,30.8
12,4,5.49,CHANA,13,2,13.8
17,4,4.78,MAIZE,10,4,24.8
16,3,7.49,SOYBEAN,8,5,34.1
12,4,5.3,SOYBEAN,15,2,16.6
8,4,7.05,WHEAT,8,5,11.5
20,4,5.0,MAIZE,9,5,21.8
3,5,6.69,WHEAT,10,5,6.5
16,4,6.07,COTTON,13,0,31.7
30,2,7.44,SOYBEAN,11,0,126.3
45,3,6.16,COTTON,11,4,137.9
23,3,4.58,MAIZE,16,0,32.2
28,3,6.31,MAIZE,13,4,61.7
51,4,4.94,CHANA,9,0,53.7
40,3,6.9,PADDY,14,3,109.7
54,3,7.07,WHEAT,10,4,149.6
5,2,5.95,CHANA,16,3,13.2
20,2,6.85,CHANA,13,3,64.7
40,3,4.94,WHEAT,15,4,61.4
56,3,5.98,WHEAT,8,2,104.7
44,4,5.68,MAIZE,9,1,57.3
1,4,6.33,MAIZE,13,0,3.9
57,3,4.63,SOYBEAN,10,5,100.4
30,4,6.76,COTTON,8,0,62.3
21,3,4.74,MAIZE,13,5,33.1
20,3,6.47,CHANA,12,2,45.6
6,2,4.56,SOYBEAN,16,1,10.9
22,4,7.0,SOYBEAN,13,2,37.9
18,4,5.02,CHANA,12,1,25.0
8,3,6.05,MAIZE,8,4,15.9
39,3,5.28,CHANA,8,4,60.1
32,5,6.67,PADDY,8,5,46.3
33,3,5.46,MAIZE,14,3,63.3
53,3,6.67,COTTON,13,3,157.9
16,5,5.35,CHANA,12,5,20.2
12,5,6.76,MAIZE,11,4,17.3
38,4,4.59,WHEAT,15,5,42.3
52,4,5.35,PADDY,15,3,74.0
34,3,6.0,COTTON,12,5,102.9
14,2,4.64,MAIZE,11,4,37.0
36,4,5.06,WHEAT,9,2,45.1
33,2,7.3,MAIZE,14,0,123.1
23,4,7.43,WHEAT,12,4,52.5
50,5,6.72,COTTON,10,5,103.6
45,6,5.26,PADDY,16,4,42.6
2,3,5.28,WHEAT,16,4,2.9
41,4,6.44,SOYBEAN,15,3,58.3
21,4,4.85,COTTON,8,5,28.0
2,5,7.34,COTTON,10,3,5.2
27,3,5.17,CHANA,9,5,39.0
57,2,7.5,PADDY,11,3,281.0
9,3,5.99,SOYBEAN,9,3,17.0
1,3,6.81,SOYBEAN,15,2,2.0
11,3,4.51,CHANA,8,4,14.8
3,4,7.17,WHEAT,11,2,7.0
52,4,5.31,WHEAT,12,3,83.9
23,3,6.5,SOYBEAN,11,2,56.2
26,4,6.92,PADDY,15,4,47.0
4,2,4.99,WHEAT,9,4,9.4
18,5,5.83,COTTON,16,3,24.6
55,5,5.98,MAIZE,9,4,64.1
6,6,5.44,CHANA,9,2,5.3
35,5,5.95,PADDY,9,1,45.2
22,3,5.45,WHEAT,15,4,40.0
43,2,5.58,MAIZE,10,2,137.5
15,4,6.51,SOYBEAN,15,2,19.9
22,5,6.4,CHANA,14,2,27.2
37,3,5.2,WHEAT,11,4,73.5
52,2,7.19,SOYBEAN,14,1,185.9
42,5,7.09,WHEAT,15,3,53.3
12,2,6.03,CHANA,13,3,32.9
47,4,5.8,COTTON,13,4,93.4
49,4,5.63,COTTON,10,4,104.8
42,3,6.62,MAIZE,12,0,109.9
38,2,6.51,SOYBEAN,9,5,111.7
18,4,5.09,COTTON,12,1,34.5
45,4,6.51,CHANA,12,2,79.9
35,6,5.26,SOYBEAN,14,5,36.0
30,3,4.56,WHEAT,11,2,55.3
24,2,6.6,PADDY,13,5,91.8
42,4,6.43,WHEAT,16,3,64.8
30,4,5.73,CHANA,11,5,46.9
14,3,6.08,MAIZE,13,4,30.3
6,4,7.34,SOYBEAN,16,1,12.7
3,3,6.29,WHEAT,8,3,6.9
16,3,6.47,SOYBEAN,15,5,30.6
7,2,4.69,COTTON,8,1,22.8
52,4,5.0,PADDY,11,4,83.9
14,4,5.4,CHANA,10,2,20.1
9,4,6.12,WHEAT,11,0,17.6
15,4,6.83,PADDY,14,1,28.9
21,5,5.46,CHANA,16,2,20.0
35,3,5.57,CHANA,16,1,55.7
2,2,5.27,MAIZE,8,1,4.8
27,2,5.26,COTTON,8,1,85.4
2,3,7.35,MAIZE,16,4,4.7
35,4,6.41,MAIZE,11,3,64.3
18,4,4.97,SOYBEAN,10,1,27.1
14,4,6.67,SOYBEAN,16,4,21.6
20,3,6.67,PADDY,12,0,59.8
18,3,6.5,COTTON,13,3,52.6
10,4,4.9,CHANA,8,4,10.1
25,2,5.72,COTTON,8,0,87.5
2,4,4.82,COTTON,14,3,3.5
25,6,6.95,PADDY,15,4,27.2
54,4,6.47,SOYBEAN,15,0,78.8
33,4,6.02,COTTON,14,4,67.8
36,4,5.53,COTTON,16,0,59.4
31,3,5.05,COTTON,8,1,64.8
14,4,4.82,WHEAT,9,1,16.6
1,3,7.41,COTTON,10,3,3.1
46,2,5.1,COTTON,12,0,177.9
16,4,4.68,CHANA,11,1,19.8
54,5,7.39,MAIZE,11,3,92.6
46,3,6.15,WHEAT,15,2,89.1
52,4,6.89,COTTON,15,1,109.7
3,5,4.63,MAIZE,14,1,4.9
35,5,6.2,COTTON,8,5,52.1
41,4,5.69,PADDY,11,4,78.5
6,3,6.82,PADDY,8,2,14.1
25,5,4.62,MAIZE,12,0,26.2
13,3,5.71,WHEAT,10,3,28.6
53,4,6.9,CHANA,10,2,96.7
34,2,6.07,WHEAT,11,0,122.5
8,4,6.15,WHEAT,9,1,12.1
21,3,4.79,PADDY,14,5,39.7
34,4,4.9,PADDY,11,3,57.3
4,3,6.53,CHANA,12,3,12.0
25,3,6.53,COTTON,9,2,68.1
15,4,7.44,CHANA,13,4,26.6
4,5,6.64,COTTON,16,0,6.0
45,6,5.98,MAIZE,15,5,40.2
12,3,7.07,MAIZE,15,5,26.4
32,4,4.81,SOYBEAN,9,2,34.8
32,4,5.85,PADDY,11,4,62.6
28,3,5.36,SOYBEAN,15,4,43.6
13,2,4.81,SOYBEAN,8,4,27.7
31,4,6.79,PADDY,15,3,53.5
14,5,6.03,SOYBEAN,10,0,17.9
20,4,6.17,WHEAT,15,0,30.6
18,4,5.73,COTTON,13,2,33.0
29,4,5.88,CHANA,14,1,43.8
6,3,4.85,PADDY,9,2,11.8
32,4,6.52,WHEAT,8,0,50.3
29,4,5.8,MAIZE,13,3,45.2
43,3,6.95,CHANA,10,2,108.0
2,5,5.09,CHANA,11,1,2.0
23,3,5.12,CHANA,16,5,34.1
19,6,6.44,SOYBEAN,10,2,20.3
31,4,7.04,SOYBEAN,9,4,51.0
51,3,5.92,SOYBEAN,9,1,90.3
5,4,6.68,SOYBEAN,9,4,6.4
19,4,7.5,WHEAT,13,3,36.4
34,2,7.47,SOYBEAN,9,0,114.6
10,4,6.73,PADDY,14,2,20.0
25,4,6.72,CHANA,14,2,40.3
2,4,5.24,WHEAT,14,4,2.5
11,2,7.0,MAIZE,9,4,36.7
50,4,5.72,SOYBEAN,14,0,69.6
31,2,7.39,MAIZE,15,2,106.9
56,4,4.74,CHANA,15,0,57.6
15,2,5.81,WHEAT,9,4,38.4
9,5,6.17,CHANA,12,5,10.4
23,4,5.72,MAIZE,13,4,32.6
19,4,5.13,WHEAT,16,1,25.7
9,4,6.28,COTTON,13,4,19.7
35,3,6.77,WHEAT,13,4,83.3
21,3,6.43,SOYBEAN,13,5,44.2
9,5,5.2,MAIZE,16,0,8.0
28,5,6.69,CHANA,14,1,34.4
46,2,5.27,CHANA,8,1,105.5
51,4,5.03,CHANA,8,2,58.1
7,4,6.57,PADDY,11,5,13.2
16,4,7.03,PADDY,9,3,29.0
16,2,5.94,SOYBEAN,10,2,54.7
33,3,6.09,COTTON,14,2,91.5
4,3,5.41,PADDY,14,2,7.4
4,5,5.98,WHEAT,10,1,7.4
39,4,4.9,MAIZE,9,0,43.8
40,4,7.37,SOYBEAN,8,4,64.8
17,5,6.9,COTTON,16,1,30.8
37,4,6.5,WHEAT,10,4,71.1
39,5,6.11,CHANA,16,4,41.4
52,4,6.88,PADDY,11,3,118.4
29,3,5.98,WHEAT,13,2,59.3
52,5,5.4,COTTON,14,3,74.6
36,4,4.98,SOYBEAN,13,2,46.9
38,3,6.44,WHEAT,8,1,80.3
39,3,7.29,SOYBEAN,13,4,92.8
50,2,4.96,CHANA,13,3,119.2
37,4,5.04,COTTON,12,5,70.4
52,5,5.8,COTTON,10,1,91.4
35,5,6.92,PADDY,10,1,62.6
7,5,5.38,MAIZE,14,5,8.7
27,3,5.26,COTTON,15,2,58.7
28,4,6.36,WHEAT,10,4,53.8
22,2,6.11,WHEAT,10,2,80.4
